addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,dist,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title
전라남도 해남군 문내면 관광레저로 12,전라우수영명량대첩공원,38,0,A02,A0206,A02060300,2708333,14,20210309003016,337764.4630603486,,,,126.3108224049,34.5733544172,6,20240613111924,23,,명량대첩해전사 기념전시관
서울특별시 중구 마른내로 47,,1,0,A02,A0206,A02060600,1022196,14,20100517195655,1111.573020089346,http://tong.visitkorea.or.kr/cms/resource/52/3077752_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/52/3077752_image3_1.JPG,Type3,126.9931808474,37.5646797260,6,20240527132859,24,,명보아트홀
전북특별자치도 정읍시 태인면 태인로 33-9,,37,0,A02,A0206,A02060900,1941168,14,20140814022122,212714.46275093008,,,,126.9422148461,35.6523902597,6,20240919104532,13,,명봉도서관
경기도 여주시 명성로 71,(능현동),31,0,A02,A0206,A02060200,130327,14,20071106105236,68895.468100925,http://tong.visitkorea.or.kr/cms/resource/00/2591000_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2591000_image2_1.jpg,Type3,127.6540184735,37.2598881438,6,20241120141216,20,,명성황후 기념관
서울특별시 성북구 정릉로9길 68 (정릉동),,1,,A02,A0206,A02060100,3085031,14,20231120141939,5014.688310284815,http://tong.visitkorea.or.kr/cms/resource/82/3084482_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/82/3084482_image3_1.JPG,Type3,126.9999927956,37.6111883307,6,20240122172017,17,,명원박물관
경기도 용인시 처인구 명지로 116,,31,0,A02,A0206,A02060100,130928,14,20070716090000,42551.33008998662,http://tong.visitkorea.or.kr/cms/resource/46/3068646_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3068646_image3_1.jpg,Type3,127.1856397023,37.2217035027,6,20240617135043,23,,명지대학교 박물관
경기도 가평군 북면 가화로 2089-42,,31,0,A02,A0206,A02060300,1200255,14,20110210021158,60734.776742529306,,,,127.4877027984,37.9360260805,6,20241202135309,1,,명지산생태전시관
경기도 파주시 회동길 530-20,,31,0,A02,A0206,A02060600,2377785,14,20160413004257,30857.926358332934,,,,126.6933704071,37.7233670117,6,20240904135933,27,,명필름아트센터
충청남도 아산시 순천향로 624,(장존동),34,0,A02,A0206,A02060300,2758461,14,20211019011449,90768.48838540303,http://tong.visitkorea.or.kr/cms/resource/77/3353777_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/77/3353777_image3_1.JPG,Type3,126.9923063020,36.7507877360,6,20240826153022,9,,모나밸리
서울특별시 종로구 인사동10길 4,(관훈동),1,0,A02,A0206,A02060500,129909,14,20071106103509,695.3866090353182,http://tong.visitkorea.or.kr/cms/resource/20/683420_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/683420_image3_1.jpg,Type3,126.9853590742,37.5739757272,6,20240829141228,23,,모던화랑
경기도 남양주시 화도읍 경춘로2110번길 8,,31,0,A02,A0206,A02060500,129770,14,20071106102918,31746.448392349634,http://tong.visitkorea.or.kr/cms/resource/21/1589421_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/1589421_image3_1.jpg,Type3,127.3237482921,37.6504063015,6,20240823160607,9,,모란미술관
충청북도 제천시 고암동,1200-1,33,,A02,A0203,A02030400,2900858,14,20221108095339,118953.8953081256,,,,128.2201230685,37.1628514927,6,20240730093105,7,,모산비행장
서울특별시 종로구 인사동10길 13,(관훈동) 청아빌딩 2층,1,0,A02,A0206,A02060500,130279,14,20071106105012,746.0270776359722,http://tong.visitkorea.or.kr/cms/resource/31/683431_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/683431_image3_1.jpg,Type3,126.9857145872,37.5743395801,6,20231207115800,23,,모인화랑
서울특별시 서초구 명달로 104,(서초동),1,0,A02,A0206,A02060600,130503,14,20040506090000,9326.979157915228,http://tong.visitkorea.or.kr/cms/resource/56/2024256_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2024256_image3_1.jpg,Type3,127.0045514675,37.4864834571,6,20241203161206,15,,모차르트 콘서트홀
강원특별자치도 춘천시 동산면 영서로 141,,32,0,A02,A0206,A02060100,130662,14,20051013090000,77448.38331591821,http://tong.visitkorea.or.kr/cms/resource/21/3381621_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/21/3381621_image3_1.JPG,Type3,127.8222222366,37.7517009577,6,20241008093424,13,,모형항공기박물관
강원특별자치도 인제군 인제읍 비봉로 52,,32,0,A02,A0206,A02060500,2773563,14,20211111224632,119473.02495194478,,,,128.1742891709,38.0645156780,6,20240627141057,10,,목공예 갤러리
경상남도 산청군 단성면 목화로 887,,36,0,A02,A0206,A02060300,130432,14,20041004090000,267423.1984932844,http://tong.visitkorea.or.kr/cms/resource/26/2776426_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2776426_image2_1.jpg,Type3,127.9580344815,35.2897101091,6,20241115160802,9,,목면시배유지
경기도 여주시 강천면 이문안길 21,,31,0,A02,A0206,A02060100,129797,14,20071106103045,70071.25949576359,,,,127.6878701573,37.2882049380,6,20240827164902,20,,목아박물관
전북특별자치도 전주시 완산구 기린대로 88,,37,0,A02,A0206,A02060300,1586889,14,20120331002011,195013.68130579055,,,,127.1550138656,35.8170946503,6,20241028144147,12,,목우헌
경상북도 영덕군 영해면 괴시리 341,,35,0,A02,A0206,A02060200,2714790,14,20210429004426,244767.0154929857,http://tong.visitkorea.or.kr/cms/resource/20/1967620_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1967620_image3_1.jpg,Type3,129.4191428891,36.5431313735,6,20241210154425,12,,목은이색기념관
서울특별시 종로구 창의문로5길 46-1 (부암동),,1,0,A02,A0206,A02060100,231976,14,20071004090000,2806.030048752328,http://tong.visitkorea.or.kr/cms/resource/24/2670724_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2670724_image2_1.jpg,Type3,126.9633051014,37.5890707988,6,20241129151530,23,,목인박물관 목석원
충청남도 청양군 대치면 칠갑산로 704-21,,34,0,A02,A0206,A02060300,2536634,14,20180221005359,125921.66311354809,http://tong.visitkorea.or.kr/cms/resource/36/3334936_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3334936_image3_1.jpg,Type3,126.8504580215,36.4389210948,6,20240718172813,13,,목재문화·자연사체험관
전라남도 목포시 남농로 83,(용해동),38,0,A02,A0206,A02061100,553448,14,20080424230030,312185.0129626473,,,,126.4159606625,34.7927259017,6,20240614163851,8,,목포 국가무형문화재전수교육관
전라남도 목포시 해안로249번길 34 (상락동1가),,38,,A02,A0206,A02060600,3062465,14,20231122113050,313042.5861856279,,,,126.3861856074,34.7888841800,6,20241120140234,8,,목포 대중음악의 전당
전라남도 목포시 영산로29번길 6,,38,0,A02,A0206,A02060300,2607311,14,20190619235509,313246.1754801972,,,,126.3820943332,34.7875870369,6,20241126175242,8,,목포근대역사관 1관
전라남도 목포시 번화로 18,,38,0,A02,A0206,A02060300,1908176,14,20140326190547,313424.95147270424,http://tong.visitkorea.or.kr/cms/resource/12/2607312_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2607312_image3_1.jpg,Type3,126.3815027561,34.7860344247,6,20241126175435,8,,목포근대역사관 2관
전라남도 목포시 남농로 95,(용해동),38,0,A02,A0206,A02060200,130176,14,20071106104533,312163.5608751419,http://tong.visitkorea.or.kr/cms/resource/22/1606922_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1606922_image3_1.jpg,Type3,126.4169494624,34.7927925770,6,20241205145209,8,,목포문학관
전라남도 목포시 남농로 102,,38,0,A02,A0206,A02060600,130899,14,20070319090000,312260.4487889386,http://tong.visitkorea.or.kr/cms/resource/09/1609509_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1609509_image3_1.jpg,Type3,126.4183049238,34.7917316077,6,20241205132955,8,,목포문화예술회관
전라남도 목포시 해안로249번길 34,(상락동1가),38,0,A02,A0206,A02060700,129713,14,20071106102638,313054.02620154264,,,,126.3861522792,34.7887841905,6,20240614172233,8,,"목포문화원 (구, 호남은행)"
전라남도 목포시 용당로160번길 32 (용당동),,38,0,A02,A0206,A02060900,130753,14,20060308090000,311219.4029752478,http://tong.visitkorea.or.kr/cms/resource/68/3381468_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/68/3381468_image3_1.JPG,Type3,126.4026032539,34.8033133793,6,20241008145107,8,,목포시립도서관
전라남도 목포시 부주로 312,(옥암동),38,0,A02,A0206,A02060600,2795559,14,20211214200802,309722.6217528906,http://tong.visitkorea.or.kr/cms/resource/84/2798684_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/84/2798684_image2_1.JPG,Type3,126.4380360174,34.8123546088,6,20240710162812,8,,"목포시민문화체육센터 (공연장, 문화시설)"
전라남도 목포시 삼학로92번길 98,,38,0,A02,A0206,A02060300,1908192,14,20140326194734,313750.750408839,,,,126.3888966436,34.7820405508,6,20240925134947,8,,목포어린이바다과학관
전라남도 목포시 남농로 135,,38,0,A02,A0206,A02060100,129780,14,20071106102948,312005.2163554399,http://tong.visitkorea.or.kr/cms/resource/54/3011154_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3011154_image3_1.jpg,Type1,126.4209713073,34.7937147612,6,20240528110034,8,,목포자연사박물관
전라남도 무안군 일로읍 상사바위길 125,,38,0,A02,A0206,A02060500,2754453,14,20211007184151,311943.2467503086,http://tong.visitkorea.or.kr/cms/resource/12/2754512_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2754512_image2_1.jpg,Type3,126.5115663325,34.7835062881,6,20230925173714,9,,못난이미술관
서울특별시 광진구 광장로 1,(광장동),1,0,A02,A0206,A02060800,130975,14,20070821090000,10671.500224055479,http://tong.visitkorea.or.kr/cms/resource/89/2377789_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2377789_image2_1.jpg,Type3,127.0981829380,37.5455366166,6,20231114101012,6,,몽골 울란바타르 문화진흥원
경기도 양평군 양서면 몽양길 66,,31,0,A02,A0206,A02060200,2758036,14,20211018195837,35096.92165345425,http://tong.visitkorea.or.kr/cms/resource/64/3336664_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/64/3336664_image3_1.JPG,Type3,127.3735472165,37.5305211288,6,20240723181843,19,,몽양여운형기념관
서울특별시 중구 동호로15길 80,,1,0,A02,A0206,A02060500,130887,14,20070119090000,2831.952025623643,http://tong.visitkorea.or.kr/cms/resource/82/2030382_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2030382_image3_1.jpg,Type3,127.0079464678,37.5541228842,6,20231207110258,24,,몽인아트스페이스
경기도 안산시 단원구 원포공원1로 59 (초지동),B동 5층,31,,A02,A0206,A02060300,3081640,14,20240115171737,33178.186498422634,http://tong.visitkorea.or.kr/cms/resource/96/3081596_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3081596_image3_1.jpg,Type3,126.8112186481,37.3025457966,6,20240717215558,15,031-411-1004,몽환
서울특별시 마포구 토정로5길 12,,1,,A02,A0203,A02030400,2900390,14,20221107155124,6148.7298690010575,http://tong.visitkorea.or.kr/cms/resource/83/2900383_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2900383_image3_1.jpg,Type3,126.9183854133,37.5460194431,6,20240524102622,13,,무대륙
광주광역시 동구 예술길 18-1,(궁동),5,0,A02,A0206,A02060500,130117,14,20071106104252,268502.50277121237,http://tong.visitkorea.or.kr/cms/resource/58/1587558_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1587558_image3_1.jpg,Type3,126.9181852835,35.1500689678,6,20240315100019,3,,무등갤러리
광주광역시 북구 풍암제길 14,,5,0,A02,A0206,A02060300,2733539,14,20210813023950,266509.9378714994,http://tong.visitkorea.or.kr/cms/resource/40/2733540_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2733540_image2_1.jpg,Type3,126.9983305395,35.1675239100,6,20230802192414,4,,무등산 분청사기 전시실
광주광역시 동구 증심사길 9,(운림동),5,0,A02,A0206,A02060500,2555853,14,20180731010423,270220.23910137056,http://tong.visitkorea.or.kr/cms/resource/77/3366777_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3366777_image3_1.jpg,Type3,126.9537047651,35.1341630308,6,20240912150309,3,,무등현대미술관
서울특별시 성동구 연무장길 5-5 (성수동2가),,1,,A02,A0206,A02061200,3352180,14,20240822152513,6673.700404582251,http://tong.visitkorea.or.kr/cms/resource/77/3352177_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3352177_image3_1.jpg,Type3,127.0503040010,37.5442275729,6,20240823094927,16,,무비랜드
충청북도 청주시 서원구 사직대로 175,(사창동),33,0,A02,A0206,A02060500,130591,14,20050602090000,112174.7844524103,http://tong.visitkorea.or.kr/cms/resource/45/1847945_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/1847945_image3_1.jpg,Type3,127.4670084335,36.6356594064,6,20231205115058,10,,무심갤러리
전라남도 무안군 초의길 7 무안군오승우미술관,,38,,A02,A0206,A02060500,2996607,14,20230728111239,305634.6841337727,,,,126.4152537245,34.8526302522,6,20241115134416,9,,무안군오승우미술관
전라남도 무안군 무안읍 창포로 8,,38,0,A02,A0206,A02060700,129994,14,20071106103806,289739.2240207045,,,,126.4720620252,34.9903128818,6,20240503163609,9,,무안문화원
전북특별자치도 무주군 설천면 무설로 1324,청량리 1100,37,,A02,A0206,A02060300,3376308,14,20240927101918,186029.10771907194,http://tong.visitkorea.or.kr/cms/resource/12/3377612_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/12/3377612_image3_1.JPG,Type3,127.7603909462,36.0129274847,6,20241118141317,5,,무주 반디별 천문과학관
전북특별자치도 무주군 무주읍 한풍루로 326-17,,37,0,A02,A0206,A02061200,2609506,14,20190704233954,184075.3807252489,http://tong.visitkorea.or.kr/cms/resource/37/2368837_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2368837_image3_1.jpg,Type3,127.6625471455,36.0023797159,6,20241203183238,5,,무주 산골영화관
전북특별자치도 무주군 적상면 괴목로 788,,37,0,A02,A0206,A02060300,130909,14,20070608090000,189276.4649541652,http://tong.visitkorea.or.kr/cms/resource/30/1247430_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/1247430_image3_1.jpg,Type3,127.7124714454,35.9668985309,6,20241112180056,5,,무주양수홍보관
전북특별자치도 무주군 무주읍 한풍루로 326-17,,37,0,A02,A0206,A02060600,130404,14,20071106105546,184079.55199247197,http://tong.visitkorea.or.kr/cms/resource/40/1606540_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1606540_image3_1.jpg,Type3,127.6625304812,36.0023352762,6,20241120150755,5,,무주예체문화관
충청남도 서천군 한산면 충절로 1120,,34,0,A02,A0206,A02061100,1055166,14,20100706004711,165946.67627644865,http://tong.visitkorea.or.kr/cms/resource/45/2032745_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2032745_image3_1.jpg,Type3,126.8024828899,36.0803613212,6,20241210103556,8,,무형문화재복합전수관(서천)
경상북도 김천시 증산면 수도길 25,,35,0,A02,A0206,A02060300,2782560,14,20211129191538,207069.48238607423,http://tong.visitkorea.or.kr/cms/resource/55/3402655_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3402655_image3_1.jpg,Type3,128.0207431821,35.8989173383,6,20241104121113,6,,무흘구곡전시관
경상북도 문경시 문경읍 문경대로 2416,,35,0,A02,A0206,A02060300,2609839,14,20190705223319,134251.2243432763,,,,128.0837113356,36.7416112476,6,20240613141959,7,,문경 도자기박물관
경상북도 문경시 산북면 김용길 278-1,,35,0,A02,A0206,A02060300,2638520,14,20191125201526,144405.33381032426,http://tong.visitkorea.or.kr/cms/resource/23/2639423_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2639423_image2_1.jpg,Type3,128.2249906686,36.7313372592,6,20240614134833,7,,문경문학관
경상북도 문경시 신흥로 85,(점촌동),35,0,A02,A0206,A02060600,1754453,14,20121120185310,153255.60191937798,http://tong.visitkorea.or.kr/cms/resource/13/3333413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/3333413_image3_1.jpg,Type3,128.1978998918,36.5900307122,6,20240717210359,7,,문경문화예술회관
경상북도 문경시 점촌5길 20,,35,0,A02,A0206,A02060700,130023,14,20071106103900,152710.19522521136,http://tong.visitkorea.or.kr/cms/resource/82/1893582_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/1893582_image3_1.jpg,Type3,128.1985885063,36.5975298671,6,20241206135540,7,,문경문화원
경기도 용인시 처인구 모현면 문형동림로101번길 37,,31,0,A02,A0206,A02060500,130704,14,20060103090000,32282.16947992693,,,,127.1926804070,37.3318214392,6,20240919111902,23,,문아트그라운드 at 마가미술관
강원특별자치도 속초시 중앙로 45,(교동),32,0,A02,A0206,A02061000,2710965,14,20210325003039,158576.1311669391,http://tong.visitkorea.or.kr/cms/resource/16/2948016_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/16/2948016_image3_1.jpeg,Type3,128.5814007510,38.2003604840,6,20240603101502,5,,문우당서림
서울특별시 마포구 증산로 87,,1,0,A02,A0206,A02060200,2553929,14,20180717194839,7686.906533073617,http://tong.visitkorea.or.kr/cms/resource/62/3340962_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3340962_image3_1.jpg,Type3,126.8951646315,37.5699856862,6,20241209115838,13,02-376-8410,문화비축기지
경기도 용인시 처인구 중부대로 1199,(삼가동),31,0,A02,A0206,A02060600,1753541,14,20121117011455,40280.528779956614,http://tong.visitkorea.or.kr/cms/resource/09/3068809_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3068809_image3_1.jpg,Type3,127.1774732269,37.2412455395,6,20240613100127,23,,문화예술원 마루홀
서울특별시 중구 새문안로 22,(충정로1가),1,0,A02,A0206,A02060600,130286,14,20061023090000,1164.9138764108782,http://tong.visitkorea.or.kr/cms/resource/53/1894753_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/1894753_image3_1.jpg,Type3,126.9686163497,37.5671262224,6,20241025095535,24,,문화일보홀
충청북도 청주시 청원구 상당로 314 문화제조창 청주시청제2임시청사,,33,,A02,A0206,A02060300,2930851,14,20221206170522,110804.07965140049,,,,127.4889281085,36.6566740551,6,20240731072941,10,,문화제조창
경상북도 안동시 경동로 684,,35,,A02,A0203,A02030400,2826762,14,20220706154643,191547.0217428638,http://tong.visitkorea.or.kr/cms/resource/01/2826701_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2826701_image3_1.jpg,Type3,128.7327419643,36.5630382176,6,20240620160449,11,,문화플랫폼 모디684
대구광역시 수성구 달구벌대로492길 15,지하 1층,4,0,A02,A0206,A02061000,2650449,14,20200327023153,240009.80255097643,,,,128.6322570037,35.8574443078,6,20241025111123,7,,물레책방
전라남도 화순군 사평면 효당로 400,,38,0,A02,A0206,A02060300,742820,14,20090528004019,282410.0086979562,http://tong.visitkorea.or.kr/cms/resource/09/742209_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/742209_image3_1.jpg,Type3,127.1129934121,35.0264195487,6,20240603091807,24,,물사랑 배움터
부산광역시 해운대구 센텀서로 20,(우동),6,0,A02,A0206,A02060500,2650801,14,20200330225944,327477.4599185207,,,,129.1290602788,35.1714112817,6,20240516165329,16,,뮤지엄 원
충청남도 천안시 동남구 광덕면 광풍로 315,,34,,A02,A0206,A02060500,3348658,14,20240814172831,99133.50923403149,http://tong.visitkorea.or.kr/cms/resource/43/3349543_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/3349543_image3_1.JPG,Type3,127.0573468818,36.6774445429,6,20241016152332,12,,뮤지엄 호두
경기도 용인시 수지구 샘말로 122 (고기동),,31,0,A02,A0206,A02060500,2623847,14,20191010225210,24176.39030919547,http://tong.visitkorea.or.kr/cms/resource/57/3366257_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3366257_image3_1.jpg,Type3,127.0441126426,37.3565020225,6,20240912090242,23,,뮤지엄그라운드
강원특별자치도 원주시 지정면 오크밸리2길 260,,32,0,A02,A0206,A02060500,2633832,14,20191107183425,76766.71141212128,,,,127.8237375279,37.4154955065,6,20241126144801,9,,뮤지엄산
강원특별자치도 속초시 중앙로 338 (영랑동),,32,,A02,A0206,A02060300,3083216,14,20231130180853,160372.61060088567,http://tong.visitkorea.or.kr/cms/resource/02/3083202_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/3083202_image3_1.jpg,Type3,128.5923963925,38.2189668657,6,20240118154951,5,,뮤지엄엑스
부산광역시 해운대구 수영강변대로 120 (우동),영화의전당 비프힐 1층,6,,A02,A0206,A02060300,3027623,14,20231030102645,327411.1199034876,http://tong.visitkorea.or.kr/cms/resource/01/3027601_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/01/3027601_image3_1.JPG,Type3,129.1270687971,35.1710029572,6,20240531135329,16,,뮤지엄오브일루전
서울특별시 송파구 위례성대로 14,(방이동),1,0,A02,A0206,A02060500,130602,14,20050609090000,13100.43741896585,http://tong.visitkorea.or.kr/cms/resource/78/1923678_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1923678_image3_1.jpg,Type3,127.1139267739,37.5165236019,6,20231207115830,18,,뮤지엄한미 방이
서울특별시 종로구 삼청로9길 45 (삼청동),,1,,A02,A0206,A02060300,3338707,14,20240726145145,2205.1733794489255,http://tong.visitkorea.or.kr/cms/resource/11/3338711_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/11/3338711_image3_1.png,Type3,126.9808924077,37.5883350888,6,20240919110107,23,070-8807-4944,뮤지엄한미 삼청
경기도 파주시 탄현면 평화로 885-43,,31,,A02,A0206,A02060300,3369652,14,20240919161215,35173.976256843634,http://tong.visitkorea.or.kr/cms/resource/40/3369640_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/40/3369640_image3_1.png,Type3,126.6902995635,37.7829072380,6,20241016172645,27,,뮤지엄헤이
강원특별자치도 강릉시 토성로 144,2층,32,,A02,A0206,A02060500,3017527,14,20230831140405,171146.36183541332,http://tong.visitkorea.or.kr/cms/resource/17/3017517_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3017517_image3_1.jpg,Type3,128.8926558843,37.7548182432,6,20241121102136,1,,뮤지엄홀리데이
전북특별자치도 고창군 부안면 질마재로 2-8,,37,0,A02,A0206,A02060200,130871,14,20061024090000,228058.04923006095,http://tong.visitkorea.or.kr/cms/resource/91/1602991_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1602991_image3_1.jpg,Type3,126.6099362723,35.5355784414,6,20241205112138,1,,미당 서정주 시문학관
경기도 수원시 팔달구 정조로 767-8,(팔달로3가),31,0,A02,A0206,A02060600,2630998,14,20191028231828,32531.88487902722,,,,127.0161118661,37.2767024343,6,20241030130644,13,,미리내마술극단 은하수홀
경상남도 밀양시 초동면 초동중앙로 439,,36,0,A02,A0206,A02060100,130368,14,20070831090000,282092.76433805516,,,,128.6744681691,35.4189723456,6,20240617181220,7,,미리벌민속박물관
경기도 파주시 문발로 253,(문발동),31,0,A02,A0206,A02060500,2354323,14,20151225003016,30770.07216121886,,,,126.6890709905,37.7166316086,6,20240711132312,27,,미메시스 아트 뮤지엄
전북특별자치도 전주시 완산구 팔달로 212-6,(경원동3가),37,0,A02,A0206,A02060500,129937,14,20071106103614,194510.9743658209,,,,127.1464811867,35.8211079344,6,20240503105530,12,,미술관 솔
강원특별자치도 횡성군 우천면 한우로두곡5길 186,,32,0,A02,A0206,A02060500,2613675,14,20190731021056,95357.08765760376,,,,128.0500759185,37.4928157794,6,20240725181008,18,,미술관 자작나무숲
경기도 남양주시 고산로126번길 15-2,(수석동),31,0,A02,A0206,A02060100,2765519,14,20211102003914,17896.63708775183,,,,127.1806324203,37.5927298465,6,20241118173808,9,,미호박물관
경상북도 울진군 근남면 불영계곡로 3532,,35,0,A02,A0206,A02060300,130696,14,20051215090000,223546.59577073102,,,,129.3813946257,36.9669072952,6,20241204132414,18,,민물고기생태체험관
충청남도 태안군 소원면 천리포1길 234-5,,34,,A02,A0206,A02060900,3056730,14,20231204115632,112531.7872901804,,,,126.1519170331,36.8028227426,6,20231204115643,14,,민병갈 식물도서관
서울특별시 용산구 한강대로71길 37,(갈월동),1,0,A02,A0206,A02060200,2775505,14,20211118001145,3177.562590741641,http://tong.visitkorea.or.kr/cms/resource/93/2779993_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2779993_image2_1.jpg,Type3,126.9715529317,37.5410070884,6,20231019105039,21,,민주인권기념관
서울특별시 강남구 일원로 90,(일원동),1,0,A02,A0206,A02060500,130627,14,20050629090000,12798.046050049967,,,,127.0823082922,37.4860793454,6,20241118162023,1,,밀알미술관
경상남도 밀양시 산내면 봉의로 58-31,,36,0,A02,A0206,A02060100,2648376,14,20200221223013,276890.9794977589,http://tong.visitkorea.or.kr/cms/resource/71/2648371_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2648371_image2_1.jpg,Type3,128.8802704078,35.5910400911,6,20241115171954,7,,밀양 한천박물관
경상남도 밀양시 중앙로 265,(삼문동),36,0,A02,A0206,A02060700,129948,14,20071106103635,279729.2516443234,http://tong.visitkorea.or.kr/cms/resource/40/3374740_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/40/3374740_image3_1.JPG,Type3,128.7549592647,35.4867384159,6,20240926151416,7,,밀양문화원
경상남도 밀양시 밀양대공원로 100,(교동),36,0,A02,A0206,A02060100,130087,14,20070907090000,278422.13932361774,,,,128.7591917712,35.5033421796,6,20240930173934,7,,밀양시립박물관
경상남도 밀양시 부북면 창밀로 3097-16,,36,,A02,A0206,A02060600,3015096,14,20230925152502,273000.54429779004,,,,128.7045901942,35.5326128779,6,20241126151146,7,,밀양아리나
경상남도 밀양시 밀양대공원로 112,(교동),36,0,A02,A0206,A02060600,2655975,14,20200513022600,278292.42451188725,,,,128.7584973591,35.5043781614,6,20240729155206,7,,밀양아리랑아트센터
경상남도 밀양시 노상하1길 25-12,,36,0,A02,A0206,A02060200,2650992,14,20200401221454,278895.4036164528,http://tong.visitkorea.or.kr/cms/resource/78/2699878_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2699878_image2_1.jpg,Type3,128.7509622025,35.4936486752,6,20241018113538,7,,밀양의열기념관
경상북도 경주시 보문로 280-34 (북군동),,35,,A02,A0206,A02060300,3056660,14,20231201151116,279231.15829152503,http://tong.visitkorea.or.kr/cms/resource/53/3055753_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3055753_image3_1.jpg,Type3,129.2776699146,35.8519070016,6,20241120140918,2,,바니베어 뮤지엄
서울특별시 종로구 삼청로 58-4,,1,,A02,A0206,A02060500,2835583,14,20220810164727,1383.3293321902806,http://tong.visitkorea.or.kr/cms/resource/68/2835568_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2835568_image3_1.jpg,Type3,126.9806676381,37.5809165029,6,20240618112631,23,02-730-1949,바라캇 서울
인천광역시 강화군 덕진로159번길 66-34 바람숲그림책도서관,,2,,A02,A0206,A02060900,2848497,14,20220902163515,43134.234717721265,http://tong.visitkorea.or.kr/cms/resource/36/2848436_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2848436_image3_1.jpg,Type3,126.5068590137,37.6486835254,6,20240617102403,1,,바람숲그림책도서관
