addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,dist,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title
서울특별시 강북구 인수봉로 159 (수유동),한신대학교 서울캠퍼스,1,,A02,A0207,A02070200,3014730,15,20230922171542,7796.704545168345,http://tong.visitkorea.or.kr/cms/resource/90/3361590_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/90/3361590_image3_1.JPG,Type3,127.0133270431,37.6339636993,6,20240906173352,3,010-7286-1509,강북 캠퍼스 피크닉
서울특별시 강북구 월계로 173 (번동),,1,,A02,A0207,A02070200,3114696,15,20240423162138,7978.697146874053,http://tong.visitkorea.or.kr/cms/resource/95/3114695_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3114695_image3_1.jpg,Type3,127.0445440464,37.6197242510,6,20240423162357,3,02-901-2512,강북구 어린이날 축제
서울특별시 강북구 도봉로76가길 55 (미아동),,1,,A02,A0207,A02070200,3354973,15,20240828100946,8154.2668167211905,http://tong.visitkorea.or.kr/cms/resource/72/3354972_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/72/3354972_image3_1.png,Type3,127.0274174771,37.6321225012,6,20240829113111,3,02-554-9795,강북청소년축제 강추
강원특별자치도 홍천군 홍천읍 갈마곡리,,32,,A02,A0207,A02070200,2597638,15,20190418024010,82171.63281799137,http://tong.visitkorea.or.kr/cms/resource/99/3301599_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3301599_image3_1.jpg,Type3,127.8934981666,37.6894650682,6,20240711174048,16,033-439-5864,강원n 홍천 산나물축제
강원특별자치도 횡성군 우천면 전재로67번길 25,,32,,A02,A0207,A02070200,3018251,15,20231005170448,98543.08543633115,http://tong.visitkorea.or.kr/cms/resource/12/3311712_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3311712_image3_1.jpg,Type3,128.0795579578,37.4464328067,6,20240617164650,18,010-2774-6227,강원고려인삼축제
강원특별자치도 양양군 현북면 하조대해안길 119,,32,,A02,A0207,A02070200,2776724,15,20211120000628,162516.98682890847,http://tong.visitkorea.or.kr/cms/resource/56/3416256_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3416256_image3_1.jpg,Type3,128.7173076869,38.0280442733,6,20241114162915,7,010-8918-1175,강원로컬페스타
강원특별자치도 춘천시 옥천동 111-1 춘천시청,,32,,A02,A0207,A02070200,3114721,15,20240423174135,74987.31899651354,http://tong.visitkorea.or.kr/cms/resource/20/3114720_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3114720_image3_1.jpg,Type3,127.7293935081,37.8810508584,6,20240523173447,13,033-263-3466,강원한우데이
경상남도 함안군 강주4길 16,,36,,A02,A0207,A02070200,2755016,15,20211008200207,276874.26669851097,http://tong.visitkorea.or.kr/cms/resource/88/3309588_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3309588_image3_1.jpg,Type3,128.3322313624,35.3208688405,6,20240708130559,19,010-4452-3452,강주해바라기 축제
전라남도 강진군 군동면 풍동1길 24-13,,38,,A02,A0207,A02070200,3111745,15,20240326164853,323822.2854367504,http://tong.visitkorea.or.kr/cms/resource/44/3111744_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/44/3111744_image3_1.JPG,Type3,126.8555308738,34.6529072170,6,20240426174139,1,061-430-3355,강진서부해당화봄꽃축제
전라남도 강진군 강진읍 고성길 174,,38,,A02,A0207,A02070200,3304617,15,20240603135729,324286.3631552802,http://tong.visitkorea.or.kr/cms/resource/16/3304616_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/16/3304616_image3_1.jpeg,Type3,126.7624529636,34.6522557433,6,20240625173120,1,061-430-3354,강진수국길축제
전라남도 강진군 대구면 사당리,74-1,38,,A02,A0207,A02070200,506378,15,20080307011002,340067.5010596636,http://tong.visitkorea.or.kr/cms/resource/91/2643991_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/91/2643991_image2_1.JPG,Type3,126.8017363337,34.5081947734,6,20240530094918,1,061-430-3354,강진청자축제
전라남도 강진군 군동면 종합운동장길 60,,38,,A02,A0207,A02070200,3335616,15,20240719174040,324954.0406035698,http://tong.visitkorea.or.kr/cms/resource/01/3335601_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/3335601_image3_1.jpg,Type3,126.7811070457,34.6453707143,6,20240719174233,1,061-430-3357,강진하맥축제
경기도 여주시 강천면 강천리길 88-70,,31,,A02,A0207,A02070200,3396501,15,20241023173210,73398.04971154685,http://tong.visitkorea.or.kr/cms/resource/42/3396442_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/3396442_image3_1.jpg,Type3,127.6938184005,37.2339946426,6,20241023173401,20,031-884-7880,강천섬 힐링 문화축제
강원특별자치도 춘천시 서면 박사로 882,,32,,A02,A0207,A02070200,2997769,15,20230816111924,72862.35765775308,http://tong.visitkorea.or.kr/cms/resource/82/3346682_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3346682_image3_1.jpg,Type3,127.6922325726,37.8955345910,6,20240812172239,13,033-245-6320~1,강콘페스타
인천광역시 강화군 송해면 전망대로423번길 161,양오낚시터,2,,A02,A0207,A02070200,2643189,15,20200109003349,54285.644378084195,http://tong.visitkorea.or.kr/cms/resource/07/3051907_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3051907_image3_1.jpg,Type3,126.4438577810,37.8001841894,6,20241206145952,1,010-4075-5851,강화 양오 빙어축제
인천광역시 서구 환경로 42 (오류동),,2,,A02,A0208,A02081300,3388431,15,20241015174601,30661.331290795013,http://tong.visitkorea.or.kr/cms/resource/28/3387828_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3387828_image3_1.jpg,Type3,126.6368245602,37.5614876375,6,20241016174612,7,032-590-7000,개관 17주년 기념 ESG 사회공헌 행사
서울특별시 종로구 세종대로 지하175 (세종로),광화문 광장 놀이마당,1,,A02,A0207,A02070200,3391612,15,20241018131213,594.9732471705596,,,,126.9768376784,37.5722341099,6,20241028122431,23,070-7728-6600,개발협력주간
전북특별자치도 부안군 상서면 감교리,869-81 일원,37,,A02,A0207,A02070200,2588930,15,20190121184455,213723.53694661183,http://tong.visitkorea.or.kr/cms/resource/30/3112030_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/30/3112030_image3_1.PNG,Type3,126.6580871543,35.6605539386,6,20240429104320,6,063-580-3702,개암동 벚꽃축제
경기도 시흥시 거북섬둘레길 42 (정왕동),,31,,A02,A0207,A02070200,3113148,15,20240405091749,38093.51964698709,http://tong.visitkorea.or.kr/cms/resource/43/3113143_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/3113143_image3_1.jpg,Type3,126.6806993687,37.3241520972,6,20240408142508,14,031-310-2930,거북섬 봄 달콤축제
경기도 시흥시 거북섬둘레길 42 웨이브파크,광장,31,,A02,A0207,A02070200,2866387,15,20221012164557,38093.51964698709,http://tong.visitkorea.or.kr/cms/resource/40/2990840_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/40/2990840_image3_1.png,Type3,126.6806993687,37.3241520972,6,20240730161711,14,031-310-2930,거북섬 해양축제
경상남도 거제시 일운면 지세포해안로 43,,36,,A02,A0207,A02070200,589170,15,20080718022617,340029.8422704574,http://tong.visitkorea.or.kr/cms/resource/23/2992923_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2992923_image3_1.jpg,Type3,128.7023398603,34.8326496977,6,20240708152156,1,055-639-8193,거제 바다로 세계로
경상남도 거제시 계룡로11길 26 (고현동),거제시종합운동장,36,,A02,A0207,A02070200,3373420,15,20240925112846,331741.6481960341,http://tong.visitkorea.or.kr/cms/resource/88/3373388_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3373388_image3_1.jpg,Type3,128.6191263171,34.8829397993,6,20240925152637,1,055-639-8194,거제 시민의 날
경상남도 거제시 옥포로2길 14,,36,,A02,A0207,A02070200,1327778,15,20110708235526,334071.62494557805,http://tong.visitkorea.or.kr/cms/resource/47/2601347_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2601347_image2_1.jpg,Type3,128.6966193745,34.8905347934,6,20240527154135,1,055-680-1000,거제 옥포대첩 축제
경상남도 거제시 장목면 외포리,,36,,A02,A0207,A02070200,650951,15,20081113004018,330036.23290226934,http://tong.visitkorea.or.kr/cms/resource/44/3440944_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3440944_image3_1.jpg,Type3,128.7196243564,34.9411378856,6,20241210142730,1,010-2849-6666,거제대구수산물축제
경상남도 거제시 덕포5길 32,(덕포동),36,,A02,A0207,A02070200,667236,15,20081213020726,332562.7994994648,http://tong.visitkorea.or.kr/cms/resource/98/3442398_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3442398_image3_1.jpg,Type3,128.7107009190,34.9116687968,6,20241211155111,1,055-687-4580,거제도 국제펭귄수영축제
경상남도 거제시 둔덕면 하둔리,645 둔덕가족생활체육공원 일원,36,,A02,A0207,A02070200,3003542,15,20230829154407,332341.7935989352,http://tong.visitkorea.or.kr/cms/resource/57/3354657_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3354657_image3_1.jpg,Type3,128.5039348610,34.8338959901,6,20240827152100,1,055-639-6611,거제둔덕 포도축제
경상남도 거제시 장승로 138 (장승포동),,36,,A02,A0207,A02070200,2614762,15,20190809184709,337596.06103949365,http://tong.visitkorea.or.kr/cms/resource/27/2615527_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2615527_image2_1.jpg,Type3,128.7246231385,34.8663685553,6,20240730155757,1,1544-6399,거제맥주축제
경상남도 거제시 거제면 거제남서로 3577,,36,,A02,A0207,A02070200,1732929,15,20121015222933,332853.2515459759,http://tong.visitkorea.or.kr/cms/resource/87/3387887_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3387887_image3_1.jpg,Type3,128.5803387153,34.8569114552,6,20241015160937,1,055-639-6443,거제섬꽃축제
경상남도 거창군 거창읍 수남로 2181,,36,,A02,A0208,A02080200,142069,15,20070709090000,225953.80267301135,http://tong.visitkorea.or.kr/cms/resource/78/3302778_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/3302778_image3_1.jpg,Type3,127.9108367626,35.6737770003,6,20240522140439,2,055-945-8455~6,거창국제연극제
경상남도 거창군 거창읍 양평리,1141-1,36,,A02,A0207,A02070200,1798646,15,20130306232512,224566.933471792,http://tong.visitkorea.or.kr/cms/resource/18/2858918_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2858918_image3_1.jpg,Type3,127.9301595289,35.6934029005,6,20240913141540,2,055-940-8460,거창한마당대축제
서울특별시 중구 을지로 지하12 (을지로1가),,1,,A02,A0207,A02070200,2613900,15,20190802003406,414.3718791534244,http://tong.visitkorea.or.kr/cms/resource/33/2998333_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/33/2998333_image3_1.png,Type3,126.9787960237,37.5655015943,6,20240823131344,24,02-549-6111,건강서울페스티벌
서울특별시 용산구 두텁바위로 54-99 (용산동2가),,1,,A02,A0208,A02081300,3348515,15,20240814161154,2986.211036879571,http://tong.visitkorea.or.kr/cms/resource/14/3348514_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/3348514_image3_1.jpg,Type3,126.9798799337,37.5416099454,6,20240819133107,21,02-3789-9560~4,건군 76주년 국군의 날
부산광역시 해운대구 해운대로 621 (우동),,6,,A02,A0208,A02081300,3422647,15,20241120162631,329700.5418327117,http://tong.visitkorea.or.kr/cms/resource/16/3422616_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3422616_image3_1.jpg,Type3,129.1587106860,35.1638460114,6,20241128175148,16,010-8552-8044,게임 체험 팝업전시 ‘Dive the Game-vers’
경기도 용인시 처인구 포곡읍 에버랜드로 199,에버랜드,31,,A02,A0207,A02070200,3360113,15,20240905164646,37288.300080769346,http://tong.visitkorea.or.kr/cms/resource/75/3360075_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/75/3360075_image3_1.png,Type3,127.2149184795,37.2893100954,6,20240923170332,23,070-4414-5959,게임문화축제
서울특별시 중구 태평로1가 1,,1,,A02,A0207,A02070200,2785797,15,20211204005916,362.56033987128706,http://tong.visitkorea.or.kr/cms/resource/32/3045532_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3045532_image3_1.jpg,Type3,126.9776154729,37.5691317067,6,20241202172440,24,02-904-1159,"겨울, 청계천의 빛"
충청남도 공주시 금벽로 368 (신관동),,34,,A02,A0207,A02070200,2531702,15,20180117233143,122587.083493764,http://tong.visitkorea.or.kr/cms/resource/28/3420428_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3420428_image3_1.jpg,Type3,127.1275545162,36.4702917892,6,20241205113226,1,041-840-8090,겨울공주 군밤축제
경기도 양평군 양평읍 마유산로 11,양평군 전역,31,,A02,A0207,A02070200,3049823,15,20231127173236,45520.93053362555,http://tong.visitkorea.or.kr/cms/resource/66/3423766_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3423766_image3_1.jpg,Type3,127.4857713336,37.4967798701,6,20241128175009,19,031-770-1072,겨울엔 양평
서울특별시 강서구 양천로 291 (마곡동),,1,,A02,A0207,A02070200,2490376,15,20170418024520,12892.505089019689,http://tong.visitkorea.or.kr/cms/resource/09/3116509_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3116509_image3_1.jpg,Type3,126.8366643489,37.5722343802,6,20240507165645,4,02-2659-2207/02-2600-6154,겸재문화예술제
경기도 안성시 보개면 남사당로 198,,31,,A02,A0207,A02070200,2508283,15,20170922003232,65973.78784764797,http://tong.visitkorea.or.kr/cms/resource/85/3361685_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/3361685_image3_1.jpg,Type3,127.3054285825,37.0336857086,6,20241010092330,16,031-8008-4612,경기 다독다독 축제
경기도 화성시 병점중앙로 283-33 (기산동),,31,,A02,A0207,A02070200,2648430,15,20200222013342,38961.462301497864,http://tong.visitkorea.or.kr/cms/resource/49/3357849_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3357849_image3_1.jpg,Type3,127.0433998356,37.2209788174,6,20240902174643,31,031-8008-9445,경기곤충페스티벌
경기도 시흥시 은행동,601-150 은계호수공원 일원,31,,A02,A0207,A02070200,3011169,15,20230914174635,20746.647334726116,http://tong.visitkorea.or.kr/cms/resource/08/3334308_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/08/3334308_image3_1.jpeg,Type3,126.8067956497,37.4446570072,6,20240717211537,14,070-7769-5731,경기도 세계커피콩 축제
경기도 수원시 권선구 세화로134번길 37 (서둔동),,31,,A02,A0207,A02070200,3368470,15,20240913144625,33508.28178642377,http://tong.visitkorea.or.kr/cms/resource/63/3368463_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3368463_image3_1.jpg,Type3,126.9971971906,37.2668587922,6,20240919103145,13,070-4205-1233,경기미디저트페스타
경기도 수원시 권선구 서둔로 166 (서둔동),경기상상캠퍼스,31,,A02,A0207,A02070200,3370048,15,20240920100328,33510.50337567971,http://tong.visitkorea.or.kr/cms/resource/47/3370047_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3370047_image3_1.jpg,Type3,126.9811903187,37.2665807612,6,20241017100958,13,031-235-6155,경기민족예술제
경기도 수원시 권선구 서둔로 166,(서둔동),31,,A02,A0208,A02080200,1825520,15,20130705191844,33484.08889315178,http://tong.visitkorea.or.kr/cms/resource/17/3330317_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3330317_image3_1.jpg,Type3,126.9850066316,37.2668308007,6,20240701165322,13,070-4681-0675,경기인형극제in수원
경기도 수원시 팔달구 창룡대로 64 (남수동),,31,,A02,A0208,A02081100,3011923,15,20230918133405,31767.22636816823,http://tong.visitkorea.or.kr/cms/resource/22/3360222_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/22/3360222_image3_1.png,Type3,127.0222583223,37.2841433486,6,20240905174441,13,02-831-6269,경기필름스쿨페스티벌 2024
경상남도 고성군 거류면 거류로 335,,36,,A02,A0207,A02070200,2719983,15,20210608180821,314140.0698723573,http://tong.visitkorea.or.kr/cms/resource/96/3309696_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3309696_image3_1.jpg,Type3,128.3871636198,34.9719034558,6,20240613175533,3,010-3858-4334,경남고성옥수수(쫀달고)축제
경상남도 창원시 성산구 원이대로 362 (대원동),창원컨벤션센터 제1전시장,36,,A02,A0207,A02070200,3028995,15,20231031162137,298507.607780247,http://tong.visitkorea.or.kr/cms/resource/94/3028994_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3028994_image3_1.jpg,Type3,128.6578550874,35.2382867979,6,20241105161601,16,051-301-1560,경남콘텐츠페어
서울특별시 종로구 사직로 161 (세종로),,1,,A02,A0207,A02070200,2648460,15,20200224192834,949.0058385301381,http://tong.visitkorea.or.kr/cms/resource/24/3349624_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/24/3349624_image3_1.png,Type3,126.9767375783,37.5760836609,6,20240820131220,23,1522-2295,경복궁 별빛야행
서울특별시 종로구 사직로 161 (세종로),,1,,A02,A0207,A02070200,2615461,15,20190816224954,949.0058385301381,http://tong.visitkorea.or.kr/cms/resource/99/2962999_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2962999_image3_1.jpg,Type3,126.9767375783,37.5760836609,6,20240805000001,23,1522-2295,경복궁 생과방
경상북도 포항시 북구 삼호로 31 (덕수동),,35,,A02,A0207,A02070200,2867141,15,20221014103708,271378.9989300587,http://tong.visitkorea.or.kr/cms/resource/13/3350213_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/13/3350213_image3_1.png,Type3,129.3678592696,36.0437370404,6,20240902163157,23,054-840-7000,경북 K-스토리 페스티벌
경상북도 영주시 풍기읍 성내리,240-1 남원천 둔치,35,,A02,A0207,A02070100,506766,15,20080307224804,157404.85112012769,http://tong.visitkorea.or.kr/cms/resource/57/3380757_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3380757_image3_1.jpg,Type3,128.5216074341,36.8687187243,6,20241007153751,14,054-639-6612 / 054-635-0020,경북영주 풍기인삼축제
경상북도 경산시 남매로 100 (상방동),,35,,A02,A0207,A02070200,2759249,15,20211020010316,249402.85648994747,http://tong.visitkorea.or.kr/cms/resource/20/3013320_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/20/3013320_image3_1.JPG,Type3,128.7434010472,35.8199172753,6,20240925095743,1,053-811-2538,경산대추축제 & 농산물한마당
경상북도 경산시 자인면 계정길 68,계정숲,35,,A02,A0207,A02070200,1642876,15,20120613232048,253850.98163980147,http://tong.visitkorea.or.kr/cms/resource/99/2718299_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2718299_image2_1.jpg,Type3,128.8190222342,35.8178883523,6,20240531103315,1,053-856-5765,경산자인단오제
